variant_id,item_class_id,item_name,material_type,food_base_name,quality_level,weapon_state,weapon_type,page,sort_order,embedding
material:104114,material:104114,燃愿玛瑙,角色突破素材,,5,,,养成道具,281,HYetPTKynr2qWK49PH29veQ2Ez289Bw8IP9UPMLyUj0PIly9IXwPvq6M3btDO5e9tuVQPcoPZb0WB5M9NPjxvU54nr15jO69ZggBPPngvzz4ZhU9KUCCPZEvP77GqY68ascIuhOM6zzE3B89P8y4vfSNqr3cwuu9zvqBvWYZDr3yWKY9hsz6u8vVab0l86G9ke2JvAIZl7122Ry9Jde5u2DJUz2Kjz+8vMWDvN3Aoj1W52m798CyvShJYT2dTdA8IIKZPa9Hhbw7KWQ9j2pEvEy+PLx2PLM9WBaDuwQKo7xWQyU89tSnvZEWA74ITbW8/rgxvVRivjzGeS69+M76PI9oHbxuNhE9JO5xvVRwBr7FC6I6hICzPDTJ1722sE28DJiMPOyYeD1tI6m82E0fvjMtAzySqwo+jWdLvSRdQz0sjE89CbW+vWG1ub0INo29Go6xvcGv/rzh0xO7fTC8PWObrz0mbp69okrCvXdckbw0kLU9HstAPQs/g72KfhG92mn4uwcyqL2Bylm8F0PEPKuO7LxsAbu9YnDnuxjZsj294QW+qhQru7WSWD1GVos9FY3cvLCHC7x1NXy9KB6Jvb8Rpr2krCo+LIjmPd0E1rxcGAE+8ufOPWYYOLzUdQs80+pFvRT8brxbbba9n2lxPf3rnLw0ORo9p5nWPHawILuzEMi7ED3GvbJhULzHsga8I8NWPckMxz34Tok9EOFSPFHyTT0XVCK6Fd4aPY1WpL0Eo9k9gLMAvZ7+GL41wIC87M/UPdemeLyc5he+kCPQPSkXwT3Nuoe9Q3mYO/9K7zv3suu7IK1FPV0bxD1JpQe9Q+VrvWJzVboXFt699r5rveuAwz03TpA7SsZ8PVzzaDwD30s95pOjPSFSWr3Rwxo9D3g1vWfzp7xbLc88sv86PPDgE70w3AI93y9wPYWgiD3oOX881qsXvZXP6b0G4sa82QT4vIdV4Dw7hmm9o/pGPdctRDwvCVs9MnKmPcbITzyi4Mo7YjokvM9jND0FC7Q9gIaZvafrWDxvAVU9+dbhu9zSkryzfvu90PNyvUzA4jwL/da7yWlivVA6Vr3DGTq9N7SVvGgSLb0koM07OiX5PJDftjuoUfC93gpjvC+NlD3wdUi8WRO6vGqNHT2Nlny8sDSpvRjjAz0jqPW9P9OpPCeeWz3gwm27iu1QvEWOVr3ADc28uG5vPbd3hrxIyDq9/PvwvfffkL36bEG9LQZovG3ivzwPn2Y9Hvs6vbIFSD3GBx49MXX7vPBfWDySkxm9m5IJvYJDsT3vlik9l8eHvYuOIb3vJHE90pf6vZDFNj3qtXW8o3q6PDFE+Tydr8e8amHZPG6w8Dv7dLc8iLRlvQ==
material:104121,material:104121,涤净青金碎屑,角色突破素材,,2,,,养成道具,288,fP4QvbAYSzyzP8w9lzZdPZV9pT0shhi9LqSkvZXxxT1VvQY9JPbQPD0HUL2IkUS8jPHMvaMfnzubIts90Q8dvPqeuj23jpu9locCvttPvD1VSyW9km4ePRan77wSzQM9EMgUvDxgp70feTI9pQMxvatmrj3M+no9ym2gvGYLQjqCIXy9aq8ivLTrwTxeRI49YVjcPfECND3IxFw8K6Y+vR3HHr1WLGw94LNSvb5n3L1pMlM9j7goPYWrgjykLwy8u0W6PNvhGz12LFW9aXuSPd9ZPr29doo9esuTPclxR7yUmk09PS6MPZ99Bz1EtY+9Oe7FPY1xKjyw+4G9jkItPS3SEr0NGB29rDTJucL2gb1QOjc91ptOvY4HjT2ES6i9fr8TPTI0Gr2LpL09BT+Vvbo6o739TQC+lFihPVlOUr2PAoy9V849Pbq5iz3vbZm86xYfPDzYaD0bjoo839G2PUo9Oz2a2yI90lWHOxrkjL25v9o7hIsePY5fAj5bTr090bIJvTYAxT3QaVM9qHYUPB2T57wB4748pXIRvAUvIT0nhCu8HfvbO5cG473guYO8KfwhvvHJfD2v3qS9/vqJPfTN4T1o1pQ9gXq5vU8+uzyDhzC9BvmcvfVCDr3JRKC9ofq9vJpY+r2XVyQ9a5wHvaeC4zwAxM67NkVjPS5yCz7Qdhi9OUiEvfsciz3SrFm9FHVfvdYkvL01oMO9P8JVPcSt8zsXwW+9TPjoPMyhNz1YPxC+Y0OpvXqBbD04YHY9fukxvDFQdr0bgku9uyTsOrAKizwwbV49KRX0vFZs57zFkQ69SyO/vLZmKr1GFbW9dsW4PTgViD0PXGI9PpQFvmSUC7waFjC6OwxXPTTfH71CVeK9W5+LvZ4qrTxOiI69WPiSPSPnIzxoi0E9dqZdPb0JXbtegKe9gLYnvZy8crx/Ejm83nRvuywSyj3uxe88IilxvcaGELynUg+9HsiuPNLYNb1o5JA8FFXcPSQCpDzbDsq9Z5eDu/LIh70jQi6+ddoGvRSRZDzsLKa97nMtPWErTz2Kfjs9bNs6vHKeTz1e6iw9a+X0vIUn+Txzu8M8clAfPbW4gL3IV2s8/9r3PCvUAj0jbhW94yKdPYE3db2E7X+9AC2pO9mwz72VVOM7R903PVk+dTzAe+k8ugSlvG81ljzlfB89W/6OPMAKiT31rRI9NVmWPc69GD3N8I69zSmyvWGfvD2Khmu8JxPlvWt8KT3GPeO9BddKvrvf7LwRAv28OrH3O7PKkj1AJfA8kSqxvWkADr4HNoy935TAPNFRIzft7Iq8/SVVPd/NOD0NDu29bZTHvcwPCb2OBCG9ZuIvPfO0TjwA6hi8VB3TPQ==
material:104122,material:104122,涤净青金断片,角色突破素材,,3,,,养成道具,287,f11NvQJnKr2hA7U9ovFGvADdnj3dHQw8LgJxPXgPurzB4qc8TThLPZ6ZHr2Ovxc9XfgvveHEBT36IBQ+jECmPI3wjz3QIcW9hlJPvN7Pd72fTU+7AwiaPOTZWrsZjZi9DnjDPUeJnzyhFM67t0jDPamDzT1uDxK8Qe0GvODiSjwTR6K9/TpYu7A9Uz2VV7g8aCWwPf7SzzxfM2+78RytvYeDwDoK8+E7aZmMPZ5fgrsOg5E9wF4mPawjRjsYvye8U9ViPTZbKT7hr5u9aD5BPaxkuDx3PQi914OePboWmz1G7R49UvsBvb1l+rwVWGe8XSBUvC0QkL121w09HZyTPQMM2b3ZapK9MEDxvJ+KCb357IO9aPslvChHqT0JVMq90ywYPpRwWb2lDTI9WRZ2vLrxeT1Bk4u9iHhcvXZNfr1wqWO9maxuPA5lYLyN1Jo8Csh5vGhI5L1i/1e9j35VPQDvmT0wZi49jGB+vS30Kb0UVAs9KH7aPbMU2j2bz169RMkKPZFmkjuxSD4772maPYCl6LycgJW7bvRcPHYlmD2H8te8aDaEu0oh3bogXoc8AxjLvcQDBTyd9MW90DKDPWsFHj0nx/q89HncuiGM0jwgzh693GsiPfmTv7wdAPK93OIyPV+05TxnOBc7EDU2Pd3Dy7yzy0K9BsxqO5R/Wr0ANwc8oQfNu+XdIT0LuL29GyHOvS/dD7wwIXS9HsxVPdY+VrwiCb88mz8FPdZXrjxldK+7YD2oPXhc0b260x89Tl5MvWqV3Twnvky9dPfcvLUEFb0/P5K9yHAIvR/ihD3yaQ6++BjdOgqalT1XLK08Y/QaPMResbzizsQ93usYvuM6Xr0EpWo87gmIvUguUj0+PzG+v+qQPFQJpTxtZMO95hggPYi06TwaN529KwBCPbhsjL3PlDe9ITpLvUscJ72Ros692DX6vcgSLb0XE8Q8dTOgO/uFt71MYKe9b0XKvciKST3kAns9kmyiPaLjDb2QLkw9mo9dvdHP8TtWs7q9/sWzPWSLlz1QZHa8gMOyugsnET1mwii928qZvR9cEL6JJ6u9ApSnPKBO7DxbztC9Uda1PVJ2GT3hjUW9QduvPSLXtD3D2Ok7zpGwvGB/xTou2vo8z6IDvb2Or7xXiKu99mIMPksWrz1TmzO+pducPescobwQOru97UMNvVoi3b3xYMI9czJjPcrgprsJql68k2NbvY+bAz1GNkU7jAEGPgU3Ez36KZq9lsy2PIYHqb20Ygu9WKsrPLPRWr3pZx29YiypvdIRmb0imyi9bZA9vZQjCryAkR09CkXnvKjdNL3xg0g9FReCPRn2Qzx/5S0+Pe7PPJkl4jxeRH+94HvKPQ==
material:104123,material:104123,涤净青金块,角色突破素材,,4,,,养成道具,286,dvYevvrJhjz/45S9TFZrvUmQoLx9GF29zeHcvTqt9TxJAAe91rXiOn4ePD1NXqG9YmF6u4KufLyiGs49hkOUvZ0v472dlL89O3x7ur6P1D3CI5s7ZCUnvYuVdrvimJo9L4AoPSRjATxFyIc7iV+AvA3Vkz0IYBa9dm6SvO+GjzxE95i9h2FaPUontrqSP3u6KxvNPAwNZj1xSOU7vsh1vcgYir1I7Hs81z3ZvZwNuD1lkQ4+uLgzPTCipj0dVPW8mF1/vQCCSr0Tl1S+MC48PYh1DzxoCVQ9/6gHPptHdLtErCW8zWdDPGJvS70hGgE9tEa2PV/kkD09pwq9YlsSvlF7FL45zay99r8IPRgZIj7ydkw9SwfjO/4soTyZQm69G/ZpPWQGLbycoyo9SKG0vOX/BjkO4SI9oX+MPdL/o73SPY69oP5KPCkSAj12WXo9Q0SbPE+/DrpZ4PQ82IN6PSmOW71bCr+9i08jO3Wd673g8zY9l1kTPhrpir3v2HW9oaHVPR6mGD6qT5s9xKfZvE8UhL3M1T+7uBZsPbqwoz0/KlE9I1g2vcv5CL0uyqm8Yd4IvjdaVDkowAa9xO9vPSF8DL12uYa9OQwLPMz+yL2s8yO9gEoOvailw72wppG9BsoUPQJzoj1y/589RqQmPkECCb0V7g89xUcSvctfnjyJKTK8vo1GvZ3qW7xugIA8TdSVvVsvO7xYDOC8vXaPPJZ1/jzSvUG9BpNHPQW4QL4YnoS837r0PJmqgb1xih09/Zg6vPd3Y7kcJFS95zyGvYpJgT2M6zU8kHHKO/2SgT3P/229uH4DvT2N+bz5Oqi9ygeuPcbFuDoVHCU9wBxRvZHlRL0wihY917LOvR+nzrtYuMA8s1mPPBYfpr0F4A46Y30mPcTpqb2lpaq9ySdYPYv9iD2kMLy9bdI9PEaNDr3J2LY9TCXxvC0SsrzRhsc9fSHMvJE0ijw+axS835cpPYACgDzeIF89BD0ZPmS4kDxxmSS9MRa+PGdkF77cv5+9XBcAu896tbyRfMQ8HMe1OyWvODw3gws9+1SBPcVgjj2tWzi9cd9jPdh18TyM1C+9NheWvVFHuj2yPzG9tmSpvaWwhzyj75o9s0DJPIPxzDwzlT07dHtpvRwdYzwxNpy8+0SJPavchrqdpQk9Dp0vPMXg3Ty1EU+988+0ufJN7DuWH2A8UJQtPQHM7Dyy1wk9sMI/vcg4vDupYGk9Sgs1PsFXfzsarU+8kqqzvRtvs7y61Du9qF8muw2J8z2wKr28CZ3vO0OJFLzrTAq9ir/wPPqLs7wKccm9DzhqvDzMdT2yO4K8mEmZvUx6S72z7MY8q7eSPIc1Bz23Wxk9wui/PQ==
material:104124,material:104124,涤净青金,角色突破素材,,5,,,养成道具,285,lTEOPa0tiz3RmqY91iykvFeXfT0pEw69ot/ZvTTPEr1BdJg9U8NGvTP2iL3kyK69Y1HqvMgzr7uKZ9Q8ZDoSvWQE87wuILW9TBNNvMzevD3Hd8y9x856PX0dgj37z0k9ejiAPCAlp70eNie9MwW1vIZTpD2h8A89MAMsPdiEMr0laX+9AK3RvCPAnzxH7Qm9hIqiuytZeL2Foha9qw7WPO1y7D3RIgC+SJdovNrSHL2KQBc9roIOPi+1+Tsth+e9piVtPTkkr7rGoha+kNQXPOY6xL0tadQ9GLJtPaBLHb2cd8y8vtMjPitrur3U66c8l9IwPd1kMD0/5ts8PoiOvVJCsz10Ht680dwUPMpIQz1i9uA9esVvPVvQ0bqYOQ2+2UzsvF9htrzj+y69eB7wvcJXpzzvopW9l3+EvU9rJrud/9y7hHGtvAbNIr1ZE4K9xzDCvU6ylDyA0489TMFxPZmNc709tlQ9VHYgPcPZbT1zFyM7v2s4PXDQZz0qibQ9aI8zPI+uKT7+NsQ94nnePPv3Ur1Bh2G8Qcfiu9SjIz6msR69OuIQvZHi87wySJy9LoBlvXlzI70Taju9kghHPdI5cT3L3uq84AalvTLS772KrsA99uzpPJcPEz2vJ0C91TStPelqvzwoM7q8OANTPZwQljxeki89FsxRva2sGj7E7ZU8qFv4vcqEpTqRlUC9GPlpPYkkhb2DgW290igrvL/31jxjrs+9QrdkusONsrzpZP08+3GVvaMbIT25zZw9l0IzPMXxlr3UfeW9G3+fvZs81j3dzEc87EphvUXmu7zy8+e82jZHva/KlTzbd2u9fxUjOzmRXD3h4ri9BZTmO8aVjr32DZy9LteJvHNrAD1HdJ29gznAvXAqUb3w1gk9JV8OPbqxfTzKWde8xR37O3s+Hj1SUJK96B9WvcoLIL3WHGy8uNrTPYBH4ryEJLo9midzPZHlpz1HgBE6UlXUPTPMkryGtpW81RQePfi+sj0HOoY8mh8qOkutvb1795a9RmcGPBef7b2uJRw7VJOcveX47LtOpAm8hMevut+d6TsIpt28snE1PoWHTj1mr7c9nhf2PS/jIbyAGQu8DsmePfw15Tx1hJk8Bc0PPS3Sbbw/Rf+8882/vPL/ejwb6BE9UwN3PRQBAb3n96I5xs4CPQv0ubw6ZAC+Vqt4PeYDv72nKZU9dIoPvNjWpTv6HcE9Bbhsvf0B9TziDTI98DGXPfZZ+jx7Jbm9kg0AvVIeqbp6XbW8kjtNPaxB8D3YG1U7wtGEPa3c97zawAK8L2AJPaNIhT1guFk89OQxPfAXSr34TKe9+sdzveFfh7w7CvW9EREsPMvzvbw49Q88KbJ4PQ==
material:104131,material:104131,生长碧翡碎屑,角色突破素材,,2,,,养成道具,292,oQe3PCMNYDx9Tb671yBIvXcT7TwDDnk6A9W5PQ3BvzxEg387Vle+Pb7OvzujpYm9+7Q2POJtx72GXw48vmqKvPkGgD2fKYy830kZvrSN4zv3L007LBQwPZgNeLydw5C9iQvAveTMhz1UBoo9a4uyPGetKr20DyS7Zyt8vbo86LxdVDI9I6azPJkD9DwpMfg6iXIaPbMOlDwmcYO9KALKPDXlHbvVTXE9eJdSvGpesbyb/A06J3zdPMFnhbyeHay8kBSgvRDdz7w4btq8dE1uvb7byr1fCAW7oLCXPfI9BL2oxHG8HpOdvR7/uz1UgDk99XyYvEpqCT6HzlE8ikvrPQdaHj0L8m07fBQKPebWO70+8gs95/vhvXUT7T2yjNY8owDEPPqhXL30Zi49nMEZvZ5hZr2HMxU9cTVVPEkKE71P/Qm+nWx1PS+KNrwfrKY8+qkUvCMBqTwaVgG+2sLEPb5IjTxCBOa6kdudvRVEQr1XFc087ItgvHj7Z70Uypw9WNmyvLwpxzpsgDA7KuUYvFgFaL2XTpq8CkGXvV5kgr2AgKA95VkwPSrBW7z9p129Ij4jvuUnEDr54Ji86cO2PJsp2T1N4bY9o0HEPX2+nzxofIC95OI7vQ/1H70xV7G98knGvcQ3Dr1WZTW96me/vKNobzzAR7Y8wZWoPZGPGTz9eqm9pV/sOhjJ3D2FS926iSnkvGdmxDy267G8co2KvYY2Cr7ro4s8FfATPVCLgz1Wej6+5KKCPeTvAr0Rl1s90l+cvB0T2bzDD5Q8aF5NPSOD4b0n/mS9m0ZGvU+ZyDvAS2y9GNkpvfoCdT2bdIQ89m2AvZAqIr3mQKy7SMTavSHKSj1kU9E8fo/ivc5gtD0JzA++85FDvcIbijr+eAa8No0SPZALPTy5xpc9o7b9vMofFj483ae9ufCYPCQ/dD0ZHju7XwBUvRZLTT1oCfC8B09bveZoc70YpbQ93cvgPBKugL3/MmE8qrWEPTLEmTttuQq+vzuAvbfYAb1KHKO7PRr8vIsu9z29HqI8VyYLvAT+JTkkTtI9aJ8ivaNmCT7Cxti6J30KvUffATxzifi92KjjPSRYnLxQtIY9sTVrvMmEbb3e0dG9dARBPcM6rb0I/uc9lQvhveZp5Ty186A7iHOUvWG0vr1zzKa9Kjq0vQLaej2BmaM8cQ+YvajZ0LzZNIu9FR+vPWZQlDwJlY096V7Evdbgs7wTihG8xoVJvFq/ab3h/Qa8+V/kvVd3bL1ujLw8zHooPcvbiz18MAQ+YMqjO8Nz/r0MOJg918iJvLLD8rwiz8w9qe4UPbzgI72JuqO9fbo9vTx967zajfi9eb00PZ4jlT2/Pcg8FcK6PQ==
material:104132,material:104132,生长碧翡断片,角色突破素材,,3,,,养成道具,291,YAvwPKD7ejxsyJa9IE+JvBj63DvNy848gjCZPSEjiD21xMY9b0jau+pCSj1hgNS7Mqjtu0Gh5Tx8sik+4vynPAituzvBzaC91XCavYsv+7y1A7+8YI/fPPvYoL0X+Ca9KDqhPJiunT2nhFk7cQSMPT51nr0cM429GsfiPXV1wDwKh5s9y0qmPcKbLryZtRA8r4zevO+qGLxpnwO+2h3PuyNT8r3HGca7sNmXPUwuH73e7Gg9iBR0vQC1rT1Op647jH1GvZUAhz1CPtQ8hYc8POL4Szvl1hW9OyoaPVbwxD0YVJG94OzBvbMcMT3iRTK8lN3bvTRSsbzevm08if58PZ02jr0yQYK9xCntPVB/0ruh/UG61KKLPe7J6D0/Vgc8iNfAPY4TfL2Gyf+8r+7kOwnnJj0e6z89KXySveIWcL1Thfy8Fy23vHmP1TsaLhM9BKDcvaN52bz77L69MVqEvSmh8ruYLzG8uzHGvYDwSbyesnq8t3k9vRbATj0eGAm8polTOrTWCT2aZg29YVkYvK+n4b04skS7Qt4IvFUFDz28sYU8JJfDPC8jUjzff0w9WtWzvXbf5bsSwZy9ShPwvDwDzjxagdc977eUPaxRBz4SrMq9r9RpvBXYEb3HbDi7TLUbvGcqpbwZ1Um9FT7CPT+ZzzxeI3Y9tU5NPd0TiL0JN0C99j/ZPIAaejsOuQA9aIYnvb1TOj1fHlm9Ex63vUo8b70DdvK8u82/vffVKT0RsUy9gxLMPUPRur2hd7E9h8lJvaGNoTwkyJi9Na5UPXV3d73rsEU48/7NvUoqjr0ippa96hWGvdubGD14uJY9De4DvkzGdb0BjNI9LLVZve+Uyz205eA7adUKPRUluT1Hqr695TY1vNT6jj2i80E8sTKBPZBT6zy1e4K8Tl1BvW7pj73OXVE7DnyXu6uGLT3AfzI7Yw6BvVY0Ez0iDws80Np9PFrLm71NMJc9ZvcXvvSkbLzRDIM9HPZ6vHDEvL0GRjs8XApbvVat9D3GeU096EyAPdreuz3FtDU9++ntPSkrmz14FFA7g1ONvZwZ1r2BTyg9k0q9vXDb6jw4SXu9tC9GPceFgD13xq89H4gOPdn8i71YB/+9XWfVPFap7r3D+9Q9LZ7nveCqaj1/lYu9xQvsPGuYY7xFSNG9/iVIPbCuDL3UbpC9EOHAvIvihLwA84U6rLlpvbxN87ycx/E9QQ5hPWMx7D2pzaM8DMK9vFB0gL14u3U9puekvdaUT718nQA96mriPFRnfr1bWtQ8KUqYvLdegr0oAsA80jUlPKi5prw0vAI+UnB2veUaFr613na9u1iKPLb8TLwUDfa8/MaJPemV/T2dztW8Jb8OPQ==
material:104133,material:104133,生长碧翡块,角色突破素材,,4,,,养成道具,290,aybWOxwjUTz8URm+6Y4HPL1ns72Z2Ko95j8/vcW5Or0fgpy9G6SmPXXBAj5KjJW9YHenvbqAmrxuA2s9Nn31uzlrJr1XTlC90bDLPC7Onz1gv5w7xiekvWrJBTz4NrE9z4PlPLC40z1UfJU9/Wc9vepXZr0jR/w8ya+cPYXBxD3FT8Q96a/uPbnOAb6nwYU8cpXzPMAQuDzDFZK9ldfXPfSSEb3YJ9Q9pQVDvCoxSTwRP4U9cmZBvUkPET2uhIi7mU7SvbcEL71Fdik8p0PZvXmfkD0TB0U75zSXPU9DazwW/Fm9hokQvQo1Vr0b88M9oMA1vWD+xT0ccbG8KmahvWzPn72jgj29JwjgPYpQ9z0lCZQ7q2eNPWb9uD19YCu9dKxvvLS8Eb7OeTY9EWB8PWpbCT3d2IU9cRnIPQE8dL1BSlY7wpKwvH6QabwN6Jw9YQgvO0vq/Dzz94m9MKCSPJTjiryq1Tq8vwjnvAjeoL10/ZA6S3/RvO+Q/7ydYuK9Z1GbPZEhpD31T7C8xRGQPemCgDtoea69SJtLPYzxLT3YIrw9W1NWPQxnhTwIM+486AsKvez7wr1ZJPK8yHM6PH1HDD3Xwqk98tMdPbafmD1Trxi9boHavWhdjTyPL6097UGQPZlJ2T3VhkS9zxKjveXggr0fjQ0+cVfivKZF0L3zNdK8Ixi7PEFTiz2K8yw8+pazPOZp1T1lFTU9G+3Avedviz2nShW9V2pvPdHhBL6M2T49s10VvZMGDr0sF0c9c9oGPIq1i70Umv09TpilPYoZsTs4w049Vzc3vF3wMjyn7yO9lbb7PKdaEL6ht6K8nP+HvfETqDzATQk9oNU6vWVq8jz8A7M8jPY8PK85Dj0UBjA9+rrkPSMwlj0BdUw9TavyPTEe4Lxyuv28MBFDPYdsDL1N/aW8/1lEPfpT5bybGn49DN/IvWe9hb3x2wy9XAQ+vSjCj7wYva09TLCLPK2G/L1wrk68RXlPPT1wWT21TJ697xG7PHEQBL1p9MU8ocAcvYlQL7sqgQE9U9nYPb85ATsVSJ49emtXPZxHELwDaIM9W2RmPDlobj0Bukq7TPkHve6unT1nJ7A7P+dhPRMkGr0fxMq9B0OXPS1vlT21OQm9NHINvT1vpj3eV+K9ofUQPDLzVL2ji1A9WCWBvGvUijo8MRO9PqIXvKlfpz3zUYS8188nva6eDb0d6o+6mDGWPJPZi732pLO9y1CmPS7Tk72wit49eTkkO0lRw7zJ1AQ9/ZeKvG8tmb0KRoc9NEaEuydklb271bu8XwviPDEl6b0TJ0w9jYNNu3yqGr3pGEE9Nw9ZvXhlnLwhO2q9JUh7PYd/DT4dl6Y8XO4LvA==
material:104134,material:104134,生长碧翡,角色突破素材,,5,,,养成道具,289,ATuSvJuNir3JCMC8SF2cPaD227znT4W9obN9vU63Yr0rb2U9c6DwO/bjxzyyzbE96eWMPEYMnTyff9k9qO+AvQOQjj0OkDq9fnrnveE8Jb7/E2k9C+EBPmW+bzxiMQq97/WUvVXCAD74upO9DEYrvXGCi71XKAM8c4ZPvLMhoT1ZZgC9xCxWPV3bv7ycSiC6CRuNPL4cm7zcqve6vEvZPGzr+jzfhJc9j5hkvXh5sDxbYDY95DJIPdsnFj6zLhE9K+KCPLMt3L0cKbG9ZeAcvDF4hD3pqt+7LXlxvbSWKjwOO1i7oNoqPajUBz0RRxA8k+wxvS1ijT3LW4A8YInMu+mqhT2lTjo9bl7DPKl/Ur0++rc9mx+FPXWSLj0gVS++THtEPWf9WLv38Y+9VIfgvMLgaj7/KHS97ogKPMtY2zztRSs9K2CxvZMcfj0RS6U90265vQBl4z2biPm89NuIPCGZoD010z88m4cVvI8YxbzzIYO9pVH3uwMnLr1BbF88pIXVvK874jzE9Zs97I6HvD2Iib1/N4i9JmV+vCOXDT4dcmc9uCYSvB8iBT0JTWw8kNjyvMoTnrvVg/c8fIOkvRjGTT3EXBU+fjIpPb6omT3IUZa9yihoPaWnwzxprVq74lOWvThpyz2nRZO8o+kqPvoqs7yIPJc922dmPA4vmDx9udW8/AtfvaON6DwbPJ68N4B0PUEzNz0ZQuy8OMeZPE3k+jzVebo8NIcQvYZNxT3IVE694pCGvatv2by4kxM8GttMPXqP/bvy0x699vGYPAN/NztmjBK9tm8VPC/KCb7L/P69yWTcvBA+0rpqwLi9EAlMvt9Qnr2/x7Y9LAESPIlobbtNJaG81LziPejlnT3T3sE8Uk2KveDMozxHbak9ULjQPfqEa72odrW9j9+RuzMQyz1aB5A85z2BPEdbj722XCq9I/TWvBBelDuiYGM8L+f4PDgiybz45C0+t/IGPaPBVT2LK3w9HoOMPcD+ujyX19a9+pnEvQBrnztiqQ89i7YwvYTwzDt/DIm9uAcBPCngyj1VnNk8T5uevAGnYD1bVhq8hOuLvD3ED738GQE+sTe0vM3lgjz93c08kt74vGXpVz1nSXi9nRbavZ92gL3oC8w82in/veDogryWvZy8PTgiPVwHjr1vJW89GwCIvN57XT3qVBi9mQ/jPddtqz3A0v28kY0Su6jtn71lucU7Izu8vQH5oL1n6yK8QjCzvbGwoz0HlrS9PjcLOXhBQ72VxAE9cQlGvR+pVb1JARI7rOT/vCckwDyeN+q8SD0mPLKMfT00Ja+8NteDvKbT8bzEE5w7i/CDvXFRKTwyTk+9Sj/dPPGHXD3Y8kc8kLs4PQ==
material:104141,material:104141,最胜紫晶碎屑,角色突破素材,,2,,,养成道具,296,NTGgPYKwxjsvYqg94VJYPcDp0jy2egg9ggqDvGfS3D1V2hW9Tz77vCFlcLzo/US9rqAfvVPnnr24QAk9iz9lPBZUIj54wxm90CkLvq8InT1c4Bo8PMkKvXOqIjyXuqi6bmMPvYa5Dj0l58886p4NvFb55LuQQ1k9+uafPSUzSr25/Ea67E3fvak25L1QFeA3vkdgPfKkgj3ODCy9Av2wPbIn8b2u/Ks9HLgAvmeqML2rh8m9aReSPRhjTjuxNMe9mJI8PdELRT0jS9K9UZgqPEolCjwCZFc94NEqPTJ1WD3rkpo9UgAJPUTRQb2kotg853qePUJJ+rwKGy++4Vk0PdpL/DzuMe+8xRQNPSTo1L0DFiw90yK4vPMdFbwzfyK9BWTBvZ90g72R1Ds88buivfREo71ATnY6SRH2POCC77xGBiK7Vmz3PEhBarzR8Ky7U5yIuzPknr0EX7M89tq7PLtWLztnxqu8vZAuvdJ8eDu6FHs6VfjNvb7Xkb2zF6u8UBocvDaGrDzR/+i8VKRRPdo/Mb1iwXa9h6IuvfgcAD3uKmY922U+vRqrKr4wPl09kSegvUKIQD7wjJW9Vl1mPJmxrjwfdSg96sPlvBOEgz384RM9Ba+YvV5SPD1eW8K9hCIJvpUvoL3uWtg73GmEvPHJJjwaA/+7qODEOlHkDD1vxuS8AJRKvbVAZzxfexy9wTXIvQf57bzWoUI91xnfO2L0QDwUfx47lURtvUFb/bme+NO9XiO1venyBz2Tfhc9Y0VpvX5Wg72npp89YEIrPeVEFT2xz/Q990Atvj/M/j1umui8AOmiPJD8n7zKMBE9UmfuvJGZZrtxUJ292cfQvay0cj0SqkY8q79sPfEtwbs76oC8j1LJvUIJhb2DG0A9xYpHvUrpkL3XFru7yTtsvZ3cPr3JFGm7/FHUvEaVpD0h0Bm9mkQtvDWY3z0jQg88nNpAPCVT1bxzFsM95u70PPomFr7e3wa99tOePcqh8DzWZLy9uzqDvWU+UL3D05+9vSBrvSRg47xrvGW9IaUKvXVs5jxcrhI9V5eQvQ8B3L3rv4E9ZNLzvC4najzIp9E9RmyJO1HJPL1Fhlc99R0EvWalFbxE3O+8oR7CvD/6Zj0QBJg9EtESvNhZjrsNfZo8tDiBvCE4g73E6pG772WgvON5oD2Wh82783krPCTgnDzOd6Y8wYykPfyCS7ymEQQ9MBqZvWd+Dj5vzBA7l5GnvW+ZOj2BgCI9CfOfvXSG97105AG8Fqh1vR+Ucj0pZLy8X0iqvGECD77KhLe9TVZYPd0rijtrQ7M7OEoovVeRLL6KyLa9c5MCvkR8nb330qo8UhVIPb+k0Dz0qKa9fWRavA==
